,HRV_MeanNN,HRV_SDNN,HRV_RMSSD,HRV_SDSD,HRV_CVNN,HRV_CVSD,HRV_MedianNN,HRV_MadNN,HRV_MCVNN,HRV_IQRNN,HRV_Prc20NN,HRV_Prc80NN,HRV_pNN50,HRV_pNN20,HRV_MinNN,HRV_MaxNN,HRV_HTI,HRV_TINN,ECG_P_Peaks,ECG_Q_Peaks,ECG_S_Peaks,ECG_T_Peaks,ECG_R_Peaks,ratio p/r peaks,ratio q/r peaks,ratio s/r peaks,ratio t/r peaks,arrythmia
50400-54000,795.7070707070707,17.671716450010226,17.033010796395416,17.86821134530212,0.022208821689000475,0.02140613226078256,797.2222222222223,16.473333333333464,0.020663414634146504,26.388888888888914,775.0,808.3333333333334,0.0,27.27272727272727,772.2222222222223,819.4444444444445,3.6666666666666665,39.0625,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,0
54000-57600,786.3636363636361,23.089150405378717,25.276251480171855,26.482128974213154,0.029361925371001844,0.03214320997478503,783.3333333333334,16.473333333333294,0.021029787234042502,18.055555555555657,772.2222222222223,800.0,0.0,36.36363636363637,752.7777777777777,833.3333333333334,3.6666666666666665,31.25,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1
57600-61200,809.3434343434343,24.032922611451884,22.395160411940402,23.57749967837293,0.02969434431867378,0.027670775423177536,811.1111111111111,24.709999999999944,0.030464383561643767,27.777777777777715,800.0,827.7777777777777,0.0,36.36363636363637,769.4444444444445,838.8888888888889,3.6666666666666665,31.25,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1
61200-64800,805.5555555555555,26.117020607873695,27.568657279554476,29.023014849365723,0.032421129030463895,0.034223160760826245,800.0,16.473333333333294,0.020591666666666616,34.72222222222217,788.8888888888889,833.3333333333334,9.090909090909092,36.36363636363637,758.3333333333333,844.4444444444445,3.6666666666666665,23.4375,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0
64800-68400,789.8989898989898,100.32564821737105,168.0038947226382,177.08293996567295,0.1270107311191782,0.21269035265397931,802.7777777777778,37.065,0.046170934256055354,45.83333333333326,775.0,825.0,36.36363636363637,63.63636363636363,522.2222222222223,938.8888888888889,5.5,257.8125,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,1
68400-72000,820.9595959595958,29.53768351571849,30.020569080236243,31.377824992095444,0.035979460695861346,0.03656765720016473,827.7777777777777,24.71000000000011,0.02985100671140953,37.5,791.6666666666666,844.4444444444445,9.090909090909092,45.45454545454545,769.4444444444445,869.4444444444445,5.5,62.5,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,0
72000-75600,806.5656565656566,83.28028614627868,125.9010732556064,131.25338848588274,0.10325295339363293,0.15609525676023836,800.0,37.065,0.04633125,52.77777777777783,786.1111111111111,841.6666666666666,18.181818181818183,54.54545454545454,611.1111111111112,961.1111111111111,5.5,187.5,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,1
75600-79200,799.2424242424244,25.55226153562024,29.00085141364044,29.750909197528106,0.031970602110918206,0.03628542546540794,802.7777777777778,28.82833333333335,0.03591072664359864,30.555555555555543,783.3333333333334,825.0,9.090909090909092,45.45454545454545,750.0,830.5555555555557,5.5,54.6875,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,1
79200-82800,820.7070707070707,21.385773090646584,14.10936122133366,14.861038998325098,0.02605774198121861,0.017191713980455783,830.5555555555557,24.709999999999773,0.029751170568561598,34.72222222222217,797.2222222222223,838.8888888888889,0.0,18.181818181818183,788.8888888888889,847.2222222222222,3.6666666666666665,54.6875,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,0
82800-86400,819.1919191919192,29.304029593092082,28.47730306969844,29.49768073466589,0.03577187336271413,0.034762675757091806,836.1111111111111,32.94666666666659,0.039404651162790606,43.05555555555566,786.1111111111111,838.8888888888889,9.090909090909092,45.45454545454545,769.4444444444445,858.3333333333333,2.75,70.3125,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0
86400-90000,811.9444444444445,21.116389853356985,21.615958388756987,22.24150398048951,0.026007185587439325,0.026622459869834126,805.5555555555557,26.769166666666646,0.03323068965517238,34.02777777777794,793.8888888888888,831.6666666666667,0.0,20.0,783.3333333333334,844.4444444444445,5.0,0.0,11,10,10,11,11,1.0,0.9090909090909091,0.9090909090909091,1.0,0
93600-97200,814.6464646464648,31.157973364014488,30.429030972509207,31.158473648587755,0.03824723326766812,0.03735243727561576,822.2222222222222,32.94666666666676,0.04007027027027038,54.16666666666674,777.7777777777778,844.4444444444445,9.090909090909092,45.45454545454545,769.4444444444445,855.5555555555555,5.5,0.0,12,11,11,9,12,1.0,0.9166666666666666,0.9166666666666666,0.75,0
97200-100800,794.675925925926,94.28431414081618,164.12412496358274,172.11017860732963,0.11864498604378848,0.2065296300153444,805.5555555555555,28.828333333333266,0.035786896551724054,40.27777777777783,778.3333333333334,821.6666666666666,25.0,50.0,547.2222222222223,975.0,6.0,226.5625,13,12,11,11,13,1.0,0.9230769230769231,0.8461538461538461,0.8461538461538461,1
111600-115200,805.5555555555555,20.861092617242864,19.48408657416686,20.1247822028106,0.02589652876623252,0.02418714195413817,800.0,16.473333333333294,0.020591666666666616,26.388888888888914,788.8888888888889,825.0,0.0,27.27272727272727,780.5555555555555,847.2222222222222,5.5,0.0,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,0
115200-118800,772.7272727272727,18.873285296088838,21.641723534202697,22.262694626133186,0.024424251559644377,0.02800693633837996,775.0,24.709999999999944,0.03188387096774186,31.94444444444457,755.5555555555555,791.6666666666666,0.0,27.27272727272727,741.6666666666667,794.4444444444443,3.6666666666666665,0.0,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,0
118800-122400,822.9797979797978,32.06116138858255,28.423060538414415,29.193843893225218,0.03895740997201194,0.034536765796907364,827.7777777777777,45.30166666666665,0.05472684563758388,51.38888888888903,791.6666666666666,844.4444444444445,9.090909090909092,45.45454545454545,780.5555555555555,875.0,5.5,15.625,11,11,11,12,12,0.9166666666666666,0.9166666666666666,0.9166666666666666,1.0,0
122400-126000,802.0202020202019,35.747979937120036,40.76808846434962,42.48779377688884,0.04457241830950736,0.050831747581493864,794.4444444444443,37.06500000000017,0.046655244755244976,44.44444444444446,772.2222222222223,833.3333333333334,9.090909090909092,63.63636363636363,744.4444444444445,858.3333333333333,3.6666666666666665,46.875,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1
126000-129600,767.5925925925926,90.61094957325196,156.69899014641686,164.29926364994674,0.11804562791207733,0.20414343710269023,769.4444444444443,45.30166666666681,0.05887581227436843,44.44444444444446,751.6666666666666,802.2222222222223,25.0,66.66666666666666,536.1111111111111,938.8888888888889,4.0,226.5625,13,12,12,13,13,1.0,0.9230769230769231,0.9230769230769231,1.0,1
133200-136800,750.2314814814814,30.851603771824852,27.17786532523045,28.444030142184797,0.04112277947987762,0.03622597291113717,755.5555555555554,32.94666666666676,0.04360588235294131,38.19444444444457,726.6666666666666,775.5555555555557,8.333333333333332,41.66666666666667,700.0,802.7777777777778,6.0,62.5,13,12,12,11,13,1.0,0.9230769230769231,0.9230769230769231,0.8461538461538461,1
136800-140400,790.9090909090909,21.981014152331174,22.787938113326323,23.615649527512694,0.027792086859269302,0.028812335545585006,780.5555555555555,24.71000000000011,0.0316569395017795,36.111111111111086,772.2222222222223,813.8888888888889,0.0,27.27272727272727,763.8888888888888,822.2222222222222,3.6666666666666665,15.625,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0
140400-144000,720.7264957264958,51.11432388019685,39.94917037926782,37.4617899858144,0.07092055611008634,0.055429029758367436,733.3333333333333,28.82833333333335,0.039311363636363665,47.22222222222206,700.5555555555555,752.7777777777777,7.6923076923076925,38.46153846153847,572.2222222222222,783.3333333333334,4.333333333333333,179.6875,14,13,13,11,14,1.0,0.9285714285714286,0.9285714285714286,0.7857142857142857,1
144000-147600,759.0277777777778,24.335299261021138,26.72237447194074,28.006633012642293,0.03206114449759418,0.03520605602890637,763.8888888888888,16.47333333333338,0.02156509090909097,18.750000000000114,745.5555555555555,768.8888888888889,0.0,41.66666666666667,708.3333333333334,811.1111111111111,4.0,70.3125,13,12,12,12,13,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,1
147600-151200,761.574074074074,21.149398207023925,21.646584840138228,22.647446792964985,0.027770638375180352,0.028423479182187586,758.3333333333333,24.709999999999944,0.032584615384615316,23.611111111111086,744.4444444444445,777.2222222222223,8.333333333333332,33.33333333333333,727.7777777777777,800.0,3.0,31.25,13,12,12,11,13,1.0,0.9230769230769231,0.9230769230769231,0.8461538461538461,1
151200-154800,771.7592592592592,26.77045598938383,29.658550700086998,30.55555555555557,0.03468757344755193,0.03842979574816312,766.6666666666667,22.650833333333406,0.029544565217391395,33.33333333333337,752.7777777777777,792.2222222222222,8.333333333333332,66.66666666666666,730.5555555555555,819.4444444444445,4.0,39.0625,13,12,12,10,13,1.0,0.9230769230769231,0.9230769230769231,0.7692307692307693,1
154800-158400,746.2962962962964,33.086911817705555,26.09821301896719,27.268050478167837,0.044334819805362274,0.03497031024874015,736.1111111111112,20.59166666666687,0.027973584905660653,32.638888888888914,727.7777777777777,765.0,8.333333333333332,41.66666666666667,702.7777777777777,825.0,4.0,46.875,13,12,12,11,13,1.0,0.9230769230769231,0.9230769230769231,0.8461538461538461,0
162000-165600,738.6574074074075,25.471379080516538,20.48102787473901,21.24426376661262,0.03448334616979989,0.027727370861445475,738.8888888888889,20.591666666666786,0.02786842105263174,29.861111111111086,715.5555555555555,750.0,0.0,33.33333333333333,702.7777777777777,783.3333333333334,4.0,54.6875,13,12,12,8,13,1.0,0.9230769230769231,0.9230769230769231,0.6153846153846154,0
165600-169200,767.824074074074,33.17424860746148,23.405971592156533,24.30573593006662,0.04320553330848164,0.03048350837446977,752.7777777777777,14.414166666666675,0.01914797047970481,30.555555555555657,747.7777777777778,796.6666666666667,0.0,33.33333333333333,719.4444444444445,833.3333333333334,3.0,31.25,13,12,12,9,13,1.0,0.9230769230769231,0.9230769230769231,0.6923076923076923,0
169200-172800,793.2870370370373,81.46438162320406,135.7757154036694,142.34734473966566,0.1026921880981154,0.17115584783888288,780.5555555555557,51.479166666666586,0.06595195729537355,45.1388888888888,772.2222222222223,818.8888888888889,25.0,66.66666666666666,622.2222222222223,986.1111111111112,4.0,203.125,13,12,12,12,13,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,1
180000-183600,762.2685185185186,32.03398372013179,25.028042633605715,24.75185489993942,0.04202453983327341,0.03283363017831056,755.5555555555555,43.24250000000003,0.05723272058823533,48.611111111111086,732.2222222222222,796.1111111111112,0.0,41.66666666666667,719.4444444444445,816.6666666666666,3.0,39.0625,13,12,12,12,13,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,1
183600-187200,814.8989898989898,30.813875924572475,30.85709794888622,32.47875743465737,0.03781312322941029,0.03786616296175688,805.5555555555555,16.473333333333294,0.020449655172413744,20.833333333333258,800.0,825.0,18.181818181818183,36.36363636363637,777.7777777777778,883.3333333333333,3.6666666666666665,46.875,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,0
187200-190800,806.5656565656566,50.754686082878,57.28556364800063,58.35610960405695,0.06292691198753816,0.07102405511774655,819.4444444444445,32.94666666666659,0.040206101694915154,44.44444444444434,786.1111111111111,836.1111111111111,9.090909090909092,36.36363636363637,672.2222222222223,852.7777777777777,5.5,140.625,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,1
190800-194400,800.2525252525254,25.74370789283915,27.74998609720482,29.227596557854287,0.03216948035836006,0.03467653674500822,797.2222222222223,28.82833333333318,0.036160975609755903,33.33333333333337,775.0,816.6666666666666,9.090909090909092,27.27272727272727,769.4444444444445,844.4444444444445,5.5,0.0,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,0
194400-198000,781.25,26.778097361771195,23.225460119345975,23.116476649888185,0.03427596462306713,0.029728588952762848,787.5,30.88749999999997,0.039222222222222186,40.972222222222285,752.7777777777777,804.4444444444445,0.0,25.0,736.1111111111112,816.6666666666666,6.0,31.25,13,12,12,12,13,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,0
198000-201600,768.75,17.005190004617834,18.07982052491792,18.895572198515584,0.022120572363730516,0.023518465723470466,772.2222222222223,14.414166666666844,0.018665827338129725,18.055555555555657,756.6666666666666,777.7777777777778,0.0,25.0,738.8888888888889,797.2222222222223,4.0,46.875,13,12,12,10,13,1.0,0.9230769230769231,0.9230769230769231,0.7692307692307693,1
205200-208800,766.4351851851851,53.437639129364264,48.258097719560574,48.39164020521351,0.06972231985468247,0.06296435582860214,773.6111111111111,24.710000000000026,0.03194111310592463,23.6111111111112,756.1111111111111,788.8888888888889,16.666666666666664,33.33333333333333,616.6666666666667,841.6666666666666,4.0,164.0625,13,12,12,12,13,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,1
208800-212400,789.8989898989898,21.597922542154926,22.68612998788379,23.50648569404833,0.027342638512446775,0.02872029243990403,786.1111111111111,28.82833333333318,0.03667208480565352,37.5,769.4444444444445,808.3333333333334,9.090909090909092,18.181818181818183,766.6666666666667,825.0,2.75,0.0,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0
212400-216000,776.010101010101,20.981794256823953,23.04049039258635,24.223184939527258,0.02703804271299149,0.029690967118334508,780.5555555555555,24.71000000000011,0.0316569395017795,31.94444444444457,758.3333333333333,797.2222222222223,0.0,54.54545454545454,741.6666666666667,800.0,3.6666666666666665,0.0,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,1
216000-219600,784.2592592592592,23.757960841149455,27.689252879556996,28.981494927977376,0.03029350378800639,0.035306249244299356,777.7777777777778,18.532499999999914,0.023827499999999887,25.694444444444343,770.0,803.3333333333333,8.333333333333332,41.66666666666667,747.2222222222223,827.7777777777777,4.0,46.875,13,12,12,12,13,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,1
219600-223200,778.2407407407408,54.12078260349405,56.114611351972655,56.59259369436069,0.06954246902055154,0.07210443814411716,791.6666666666666,32.94666666666667,0.04161684210526317,41.66666666666674,764.9999999999999,812.7777777777778,8.333333333333332,41.66666666666667,622.2222222222223,833.3333333333334,4.0,171.875,13,12,12,9,13,1.0,0.9230769230769231,0.9230769230769231,0.6923076923076923,1
223200-226800,774.2424242424244,24.598344729105197,28.12285657127307,29.642647603196643,0.03177085620588929,0.036323063281879106,769.4444444444445,16.473333333333294,0.021409386281588397,19.444444444444457,755.5555555555555,780.5555555555555,0.0,54.54545454545454,733.3333333333333,816.6666666666666,3.6666666666666665,54.6875,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1
230400-234000,786.6161616161615,26.667192755753344,20.693978369099113,21.57427276970975,0.03390115034118243,0.026307593689127606,786.1111111111111,24.709999999999944,0.03143321554770311,30.555555555555657,763.8888888888888,797.2222222222223,9.090909090909092,27.27272727272727,747.2222222222223,830.5555555555557,5.5,23.4375,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,0
234000-237600,774.074074074074,29.476667457999387,29.373365704233013,30.027578046224598,0.038079905328515955,0.0379464533021192,775.0,30.88749999999997,0.03985483870967738,31.25,750.0,801.1111111111111,0.0,58.333333333333336,730.5555555555555,827.7777777777777,6.0,0.0,13,12,12,13,13,1.0,0.9230769230769231,0.9230769230769231,1.0,1
237600-241200,759.7222222222222,22.520099514764205,21.59792254215496,21.11177564079041,0.029642544151060747,0.02842870974470123,758.3333333333333,14.414166666666675,0.019007692307692323,20.138888888889028,747.7777777777778,775.5555555555557,0.0,33.33333333333333,711.1111111111111,797.2222222222223,3.0,46.875,13,12,12,12,13,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,1
241200-244800,728.8461538461538,26.145034640264186,23.624723744764943,24.67048079226489,0.035871815337565637,0.03241386899017881,719.4444444444445,28.82833333333335,0.0400702702702703,30.555555555555543,710.5555555555555,747.7777777777778,0.0,38.46153846153847,686.1111111111111,786.1111111111111,4.333333333333333,39.0625,14,13,13,12,14,1.0,0.9285714285714286,0.9285714285714286,0.8571428571428571,1
252000-255600,800.0,34.11129207335278,43.33689444056976,45.44023343706339,0.04263911509169097,0.054171118050712196,791.6666666666666,49.42000000000005,0.0624252631578948,47.222222222222285,775.0,830.5555555555557,18.181818181818183,45.45454545454545,747.2222222222223,850.0,5.5,46.875,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,1
255600-259200,756.2500000000001,39.88840001388611,32.056785334322264,33.158210010999646,0.05274499175389898,0.042389137632161664,747.2222222222222,45.30166666666656,0.06062676579925637,65.97222222222229,720.0,796.6666666666667,8.333333333333332,75.0,700.0,825.0,6.0,23.4375,13,12,12,12,13,1.0,0.9230769230769231,0.9230769230769231,0.9230769230769231,1
270000-273600,792.4242424242424,32.1092586232978,36.69401337117474,38.088095487076366,0.040520288128827055,0.04630602069784958,794.4444444444443,41.18333333333307,0.051839160839160514,50.0,758.3333333333333,816.6666666666666,18.181818181818183,54.54545454545454,752.7777777777777,850.0,5.5,0.0,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0
273600-277200,791.6666666666667,28.490847566573503,21.318426504833184,22.469686942094206,0.03598843903146126,0.026928538742947178,794.4444444444443,32.946666666666424,0.04147132867132837,43.05555555555554,772.2222222222223,822.2222222222222,0.0,36.36363636363637,744.4444444444445,827.7777777777777,3.6666666666666665,0.0,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0
277200-280800,778.4722222222222,102.3100536698638,162.31913875398718,170.1508705325524,0.13142415458037812,0.20850986601761065,794.4444444444445,57.6566666666667,0.07257482517482522,74.30555555555566,732.2222222222222,835.5555555555555,41.66666666666667,83.33333333333334,538.8888888888889,950.0,6.0,250.0,13,12,12,8,13,1.0,0.9230769230769231,0.9230769230769231,0.6153846153846154,1
280800-284400,784.3434343434345,23.51361331704139,20.525503557679105,20.98402292476343,0.02997872142159816,0.026169025785064148,780.5555555555555,32.94666666666676,0.042209252669039264,40.27777777777783,758.3333333333333,808.3333333333334,0.0,36.36363636363637,752.7777777777777,819.4444444444445,5.5,0.0,12,11,11,8,12,1.0,0.9166666666666666,0.9166666666666666,0.6666666666666666,0
284400-288000,799.4949494949494,26.86897167009384,22.326145886011247,23.46815838880132,0.03360743140037006,0.027925311973659047,802.7777777777778,24.71000000000011,0.03078062283737038,34.72222222222217,769.4444444444445,819.4444444444445,0.0,36.36363636363637,761.1111111111111,838.8888888888889,5.5,0.0,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0
288000-291600,803.5353535353535,24.535528191967067,29.788348041010046,31.048216849721445,0.030534472545628407,0.0370716084985543,797.2222222222223,28.82833333333318,0.036160975609755903,41.66666666666674,780.5555555555555,825.0,9.090909090909092,36.36363636363637,763.8888888888888,841.6666666666666,3.6666666666666665,62.5,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,1
291600-295200,795.9595959595958,22.165331217208884,23.207331749117127,24.39950976592681,0.027847306986087308,0.02915641932947457,791.6666666666666,24.709999999999944,0.0312126315789473,20.833333333333485,775.0,808.3333333333334,0.0,45.45454545454545,766.6666666666667,836.1111111111111,2.75,23.4375,12,11,11,7,12,1.0,0.9166666666666666,0.9166666666666666,0.5833333333333334,1
298800-302400,793.2870370370371,31.836297686059638,34.47131568330794,36.149940274061066,0.04013212897688288,0.043453774074085294,788.8888888888889,28.82833333333335,0.036542957746478893,33.33333333333337,769.4444444444445,815.0,16.666666666666664,41.66666666666667,752.7777777777777,858.3333333333333,4.0,31.25,13,12,12,10,13,1.0,0.9230769230769231,0.9230769230769231,0.7692307692307693,0
302400-306000,773.7373737373738,70.17794442185676,76.83957956453378,76.38524121481724,0.09069995427890104,0.09930963938497185,794.4444444444443,37.06499999999983,0.046655244755244546,52.77777777777783,750.0,813.8888888888889,36.36363636363637,45.45454545454545,586.1111111111111,841.6666666666666,11.0,0.0,12,11,11,10,12,1.0,0.9166666666666666,0.9166666666666666,0.8333333333333334,0
306000-309600,802.5252525252525,62.52721068717796,93.12808119022337,98.1586297687552,0.0779130756202721,0.11604380160896303,808.3333333333334,49.41999999999989,0.06113814432989677,56.94444444444446,775.0,841.6666666666666,36.36363636363637,72.72727272727273,644.4444444444445,880.5555555555555,5.5,203.125,12,11,11,6,12,1.0,0.9166666666666666,0.9166666666666666,0.5,1
309600-313200,769.1919191919192,57.13659377249994,56.825757070774394,58.00835401735227,0.07428132348624418,0.07387721536449987,777.7777777777778,32.94666666666676,0.04236000000000011,37.5,755.5555555555555,802.7777777777778,9.090909090909092,54.54545454545454,613.8888888888889,816.6666666666666,5.5,164.0625,12,11,11,8,12,1.0,0.9166666666666666,0.9166666666666666,0.6666666666666666,1
313200-316800,804.2929292929293,22.442094086357447,23.504662001451315,23.92403386624987,0.027902886210981314,0.02922400675847636,808.3333333333334,32.94666666666676,0.04075876288659805,33.33333333333337,783.3333333333334,822.2222222222222,0.0,36.36363636363637,772.2222222222223,838.8888888888889,5.5,15.625,12,11,11,12,12,1.0,0.9166666666666666,0.9166666666666666,1.0,1
316800-320400,814.1414141414141,128.65312815847392,211.19515870807356,222.5699440009031,0.1580230730482496,0.25940844555954445,811.1111111111111,41.18333333333324,0.05077397260273961,72.22222222222217,783.3333333333334,883.3333333333333,54.54545454545454,81.81818181818183,588.8888888888889,1008.3333333333333,5.5,226.5625,12,11,11,9,12,1.0,0.9166666666666666,0.9166666666666666,0.75,1
320400-324000,817.7777777777777,26.714206595353033,29.960536458080444,31.16328847693782,0.03266682871714366,0.03663652556015272,819.4444444444443,39.1241666666667,0.04774474576271191,47.91666666666674,792.7777777777777,847.2222222222222,0.0,50.0,783.3333333333334,852.7777777777777,5.0,0.0,11,10,10,11,11,1.0,0.9090909090909091,0.9090909090909091,1.0,1
324000-327600,814.1414141414142,24.921312754451,24.120325940102656,25.255892031455264,0.030610545442812023,0.029626703077793585,802.7777777777778,12.355000000000224,0.015390311418685399,33.33333333333337,797.2222222222223,836.1111111111111,9.090909090909092,27.27272727272727,777.7777777777778,855.5555555555555,2.75,23.4375,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,0
327600-331200,824.4949494949495,25.513799879424408,29.462782549439456,30.822348171033376,0.03094476187519775,0.035734339631173125,836.1111111111111,24.709999999999944,0.029553488372092956,31.944444444444457,808.3333333333334,844.4444444444445,9.090909090909092,54.54545454545454,780.5555555555555,855.5555555555555,3.6666666666666665,70.3125,12,11,11,11,12,1.0,0.9166666666666666,0.9166666666666666,0.9166666666666666,1
338400-342000,821.7171717171717,26.288351813634872,26.087459737497532,27.191340508115026,0.03199197086109222,0.03174749248939466,816.6666666666666,37.065,0.045385714285714286,43.05555555555543,800.0,847.2222222222222,0.0,36.36363636363637,777.7777777777778,855.5555555555555,3.6666666666666665,70.3125,12,11,11,7,12,1.0,0.9166666666666666,0.9166666666666666,0.5833333333333334,1
